bed_id,hospital_id,department_id,bed_number,bed_type,availability_status
BED001920,H007,DEPT0109,INT-010,Standard,Occupied
BED001921,H007,DEPT0109,INT-011,Standard,Occupied
BED001922,H007,DEPT0109,INT-012,Standard,Occupied
BED001923,H007,DEPT0110,CAR-001,Standard,Occupied
BED001924,H007,DEPT0110,CAR-002,Standard,Available
BED001925,H007,DEPT0110,CAR-003,Standard,Occupied
BED001926,H007,DEPT0110,CAR-004,Standard,Available
BED001927,H007,DEPT0110,CAR-005,Standard,Available
BED001928,H007,DEPT0110,CAR-006,Standard,Occupied
BED001929,H007,DEPT0110,CAR-007,Standard,Available
BED001930,H007,DEPT0110,CAR-008,Standard,Occupied
BED001931,H007,DEPT0110,CAR-009,Standard,Occupied
BED001932,H007,DEPT0110,CAR-010,Standard,Available
BED001933,H007,DEPT0110,CAR-011,Standard,Available
BED001934,H007,DEPT0110,CAR-012,Standard,Available
BED001935,H007,DEPT0111,PUL-001,Standard,Occupied
BED001936,H007,DEPT0111,PUL-002,Standard,Available
BED001937,H007,DEPT0111,PUL-003,Standard,Occupied
BED001938,H007,DEPT0111,PUL-004,Standard,Available
BED001939,H007,DEPT0111,PUL-005,Standard,Occupied
BED001940,H007,DEPT0111,PUL-006,Standard,Occupied
BED001941,H007,DEPT0111,PUL-007,Standard,Occupied
BED001942,H007,DEPT0111,PUL-008,Standard,Occupied
BED001943,H007,DEPT0111,PUL-009,Standard,Occupied
BED001944,H007,DEPT0111,PUL-010,Standard,Occupied
BED001945,H007,DEPT0111,PUL-011,Standard,Available
BED001946,H007,DEPT0111,PUL-012,Standard,Under Maintenance
BED001947,H007,DEPT0112,NEU-001,Standard,Occupied
BED001948,H007,DEPT0112,NEU-002,Standard,Occupied
BED001949,H007,DEPT0112,NEU-003,Standard,Available
BED001950,H007,DEPT0112,NEU-004,Standard,Occupied
BED001951,H007,DEPT0112,NEU-005,Standard,Available
BED001952,H007,DEPT0112,NEU-006,Standard,Available
BED001953,H007,DEPT0112,NEU-007,Standard,Occupied
BED001954,H007,DEPT0112,NEU-008,Standard,Occupied
BED001955,H007,DEPT0112,NEU-009,Standard,Occupied
BED001956,H007,DEPT0112,NEU-010,Standard,Occupied
BED001957,H007,DEPT0112,NEU-011,Standard,Available
BED001958,H007,DEPT0112,NEU-012,Standard,Occupied
BED001959,H007,DEPT0113,GAS-001,Standard,Available
BED001960,H007,DEPT0113,GAS-002,Standard,Occupied
BED001961,H007,DEPT0113,GAS-003,Standard,Available
BED001962,H007,DEPT0113,GAS-004,Standard,Occupied
BED001963,H007,DEPT0113,GAS-005,Standard,Occupied
BED001964,H007,DEPT0113,GAS-006,Standard,Occupied
BED001965,H007,DEPT0113,GAS-007,Standard,Available
BED001966,H007,DEPT0113,GAS-008,Standard,Occupied
BED001967,H007,DEPT0113,GAS-009,Standard,Occupied
BED001968,H007,DEPT0113,GAS-010,Standard,Occupied
BED001969,H007,DEPT0113,GAS-011,Standard,Available
BED001970,H007,DEPT0113,GAS-012,Standard,Occupied
BED001971,H007,DEPT0114,NEP-001,Standard,Available
BED001972,H007,DEPT0114,NEP-002,Standard,Available
BED001973,H007,DEPT0114,NEP-003,Standard,Occupied
BED001974,H007,DEPT0114,NEP-004,Standard,Occupied
BED001975,H007,DEPT0114,NEP-005,Standard,Occupied
BED001976,H007,DEPT0114,NEP-006,Standard,Occupied
BED001977,H007,DEPT0114,NEP-007,Standard,Occupied
BED001978,H007,DEPT0114,NEP-008,Standard,Available
BED001979,H007,DEPT0114,NEP-009,Standard,Available
BED001980,H007,DEPT0114,NEP-010,Standard,Occupied
BED001981,H007,DEPT0114,NEP-011,Standard,Available
BED001982,H007,DEPT0114,NEP-012,Standard,Occupied
BED001983,H007,DEPT0115,END-001,Standard,Available
BED001984,H007,DEPT0115,END-002,Standard,Under Maintenance
BED001985,H007,DEPT0115,END-003,Standard,Under Maintenance
BED001986,H007,DEPT0115,END-004,Standard,Occupied
BED001987,H007,DEPT0115,END-005,Standard,Occupied
BED001988,H007,DEPT0115,END-006,Standard,Occupied
BED001989,H007,DEPT0115,END-007,Standard,Available
BED001990,H007,DEPT0115,END-008,Standard,Occupied
BED001991,H007,DEPT0115,END-009,Standard,Available
BED001992,H007,DEPT0115,END-010,Standard,Available
BED001993,H007,DEPT0115,END-011,Standard,Occupied
BED001994,H007,DEPT0115,END-012,Standard,Occupied
BED001995,H007,DEPT0116,ORT-001,Standard,Available
BED001996,H007,DEPT0116,ORT-002,Standard,Occupied
BED001997,H007,DEPT0116,ORT-003,Standard,Available
BED001998,H007,DEPT0116,ORT-004,Standard,Under Maintenance
BED001999,H007,DEPT0116,ORT-005,Standard,Available
BED002000,H007,DEPT0116,ORT-006,Standard,Occupied
BED002001,H007,DEPT0116,ORT-007,Standard,Available
BED002002,H007,DEPT0116,ORT-008,Standard,Under Maintenance
BED002003,H007,DEPT0116,ORT-009,Standard,Occupied
BED002004,H007,DEPT0116,ORT-010,Standard,Available
BED002005,H007,DEPT0116,ORT-011,Standard,Occupied
BED002006,H007,DEPT0116,ORT-012,Standard,Occupied
BED002007,H007,DEPT0117,GEN-001,Standard,Available
BED002008,H007,DEPT0117,GEN-002,Standard,Available
BED002009,H007,DEPT0117,GEN-003,Standard,Available
BED002010,H007,DEPT0117,GEN-004,Standard,Occupied
BED002011,H007,DEPT0117,GEN-005,Standard,Available
BED002012,H007,DEPT0117,GEN-006,Standard,Occupied
BED002013,H007,DEPT0117,GEN-007,Standard,Occupied
BED002014,H007,DEPT0117,GEN-008,Standard,Available
BED002015,H007,DEPT0117,GEN-009,Standard,Occupied
BED002016,H007,DEPT0117,GEN-010,Standard,Available
BED002017,H007,DEPT0117,GEN-011,Standard,Under Maintenance
BED002018,H007,DEPT0117,GEN-012,Standard,Occupied
BED002019,H007,DEPT0118,PED-001,Standard,Occupied
BED002020,H007,DEPT0118,PED-002,Standard,Occupied
BED002021,H007,DEPT0118,PED-003,Standard,Occupied
BED002022,H007,DEPT0118,PED-004,Standard,Available
BED002023,H007,DEPT0118,PED-005,Standard,Available
BED002024,H007,DEPT0118,PED-006,Standard,Available
BED002025,H007,DEPT0118,PED-007,Standard,Occupied
BED002026,H007,DEPT0118,PED-008,Standard,Available
BED002027,H007,DEPT0118,PED-009,Standard,Available
BED002028,H007,DEPT0118,PED-010,Standard,Available
BED002029,H007,DEPT0118,PED-011,Standard,Available
BED002030,H007,DEPT0118,PED-012,Standard,Available
BED002031,H008,DEPT0120,ICU-001,ICU,Occupied
BED002032,H008,DEPT0120,ICU-002,ICU,Occupied
BED002033,H008,DEPT0120,ICU-003,ICU,Occupied
BED002034,H008,DEPT0120,ICU-004,ICU,Occupied
BED002035,H008,DEPT0120,ICU-005,ICU,Available
BED002036,H008,DEPT0120,ICU-006,ICU,Occupied
BED002037,H008,DEPT0120,ICU-007,ICU,Occupied
BED002038,H008,DEPT0120,ICU-008,ICU,Available
BED002039,H008,DEPT0120,ICU-009,ICU,Occupied
BED002040,H008,DEPT0120,ICU-010,ICU,Occupied
BED002041,H008,DEPT0120,ICU-011,ICU,Available
BED002042,H008,DEPT0120,ICU-012,ICU,Occupied
BED002043,H008,DEPT0120,ICU-013,ICU,Occupied
BED002044,H008,DEPT0120,ICU-014,ICU,Available
BED002045,H008,DEPT0120,ICU-015,ICU,Occupied
BED002046,H008,DEPT0120,ICU-016,ICU,Occupied
BED002047,H008,DEPT0120,ICU-017,ICU,Occupied
BED002048,H008,DEPT0120,ICU-018,ICU,Available
BED002049,H008,DEPT0119,ER-001,Emergency,Occupied
BED002050,H008,DEPT0119,ER-002,Emergency,Available
BED002051,H008,DEPT0119,ER-003,Emergency,Occupied
BED002052,H008,DEPT0119,ER-004,Emergency,Available
BED002053,H008,DEPT0119,ER-005,Emergency,Occupied
BED002054,H008,DEPT0119,ER-006,Emergency,Occupied
BED002055,H008,DEPT0119,ER-007,Emergency,Occupied
BED002056,H008,DEPT0119,ER-008,Emergency,Available
BED002057,H008,DEPT0119,ER-009,Emergency,Occupied
BED002058,H008,DEPT0119,ER-010,Emergency,Occupied
BED002059,H008,DEPT0119,ER-011,Emergency,Available
BED002060,H008,DEPT0119,ER-012,Emergency,Occupied
BED002061,H008,DEPT0119,ER-013,Emergency,Available
BED002062,H008,DEPT0119,ER-014,Emergency,Occupied
BED002063,H008,DEPT0119,ER-015,Emergency,Occupied
BED002064,H008,DEPT0119,ER-016,Emergency,Occupied
BED002065,H008,DEPT0121,INT-001,Standard,Occupied
BED002066,H008,DEPT0121,INT-002,Standard,Under Maintenance
BED002067,H008,DEPT0121,INT-003,Standard,Available
BED002068,H008,DEPT0121,INT-004,Standard,Available
BED002069,H008,DEPT0121,INT-005,Standard,Available
BED002070,H008,DEPT0121,INT-006,Standard,Available
BED002071,H008,DEPT0121,INT-007,Standard,Available
BED002072,H008,DEPT0121,INT-008,Standard,Available
BED002073,H008,DEPT0121,INT-009,Standard,Under Maintenance
BED002074,H008,DEPT0121,INT-010,Standard,Occupied
BED002075,H008,DEPT0121,INT-011,Standard,Occupied
BED002076,H008,DEPT0122,CAR-001,Standard,Occupied
BED002077,H008,DEPT0122,CAR-002,Standard,Available
BED002078,H008,DEPT0122,CAR-003,Standard,Under Maintenance
BED002079,H008,DEPT0122,CAR-004,Standard,Occupied
BED002080,H008,DEPT0122,CAR-005,Standard,Under Maintenance
BED002081,H008,DEPT0122,CAR-006,Standard,Occupied
BED002082,H008,DEPT0122,CAR-007,Standard,Occupied
BED002083,H008,DEPT0122,CAR-008,Standard,Occupied
BED002084,H008,DEPT0122,CAR-009,Standard,Occupied
BED002085,H008,DEPT0122,CAR-010,Standard,Occupied
BED002086,H008,DEPT0122,CAR-011,Standard,Available
BED002087,H008,DEPT0123,PUL-001,Standard,Occupied
BED002088,H008,DEPT0123,PUL-002,Standard,Available
BED002089,H008,DEPT0123,PUL-003,Standard,Available
BED002090,H008,DEPT0123,PUL-004,Standard,Available
BED002091,H008,DEPT0123,PUL-005,Standard,Available
BED002092,H008,DEPT0123,PUL-006,Standard,Occupied
BED002093,H008,DEPT0123,PUL-007,Standard,Available
BED002094,H008,DEPT0123,PUL-008,Standard,Occupied
BED002095,H008,DEPT0123,PUL-009,Standard,Occupied
BED002096,H008,DEPT0123,PUL-010,Standard,Occupied
BED002097,H008,DEPT0123,PUL-011,Standard,Occupied
BED002098,H008,DEPT0124,NEU-001,Standard,Available
BED002099,H008,DEPT0124,NEU-002,Standard,Available
BED002100,H008,DEPT0124,NEU-003,Standard,Available
BED002101,H008,DEPT0124,NEU-004,Standard,Occupied
BED002102,H008,DEPT0124,NEU-005,Standard,Under Maintenance
BED002103,H008,DEPT0124,NEU-006,Standard,Available
BED002104,H008,DEPT0124,NEU-007,Standard,Available
BED002105,H008,DEPT0124,NEU-008,Standard,Occupied
BED002106,H008,DEPT0124,NEU-009,Standard,Available
BED002107,H008,DEPT0124,NEU-010,Standard,Available
BED002108,H008,DEPT0124,NEU-011,Standard,Occupied
BED002109,H008,DEPT0125,GAS-001,Standard,Available
BED002110,H008,DEPT0125,GAS-002,Standard,Occupied
BED002111,H008,DEPT0125,GAS-003,Standard,Available
BED002112,H008,DEPT0125,GAS-004,Standard,Occupied
BED002113,H008,DEPT0125,GAS-005,Standard,Available
BED002114,H008,DEPT0125,GAS-006,Standard,Available
BED002115,H008,DEPT0125,GAS-007,Standard,Available
BED002116,H008,DEPT0125,GAS-008,Standard,Occupied
BED002117,H008,DEPT0125,GAS-009,Standard,Available
BED002118,H008,DEPT0125,GAS-010,Standard,Occupied
BED002119,H008,DEPT0125,GAS-011,Standard,Occupied
BED002120,H008,DEPT0126,NEP-001,Standard,Occupied
BED002121,H008,DEPT0126,NEP-002,Standard,Available
BED002122,H008,DEPT0126,NEP-003,Standard,Occupied
BED002123,H008,DEPT0126,NEP-004,Standard,Occupied
BED002124,H008,DEPT0126,NEP-005,Standard,Occupied
BED002125,H008,DEPT0126,NEP-006,Standard,Occupied
BED002126,H008,DEPT0126,NEP-007,Standard,Available
BED002127,H008,DEPT0126,NEP-008,Standard,Available
BED002128,H008,DEPT0126,NEP-009,Standard,Available
BED002129,H008,DEPT0126,NEP-010,Standard,Available
BED002130,H008,DEPT0126,NEP-011,Standard,Available
BED002131,H008,DEPT0127,END-001,Standard,Occupied
BED002132,H008,DEPT0127,END-002,Standard,Occupied
BED002133,H008,DEPT0127,END-003,Standard,Occupied
BED002134,H008,DEPT0127,END-004,Standard,Available
BED002135,H008,DEPT0127,END-005,Standard,Occupied
BED002136,H008,DEPT0127,END-006,Standard,Occupied
BED002137,H008,DEPT0127,END-007,Standard,Occupied
BED002138,H008,DEPT0127,END-008,Standard,Available
BED002139,H008,DEPT0127,END-009,Standard,Available
BED002140,H008,DEPT0127,END-010,Standard,Available
BED002141,H008,DEPT0127,END-011,Standard,Occupied
BED002142,H008,DEPT0128,ORT-001,Standard,Occupied
BED002143,H008,DEPT0128,ORT-002,Standard,Occupied
BED002144,H008,DEPT0128,ORT-003,Standard,Available
BED002145,H008,DEPT0128,ORT-004,Standard,Occupied
BED002146,H008,DEPT0128,ORT-005,Standard,Occupied
BED002147,H008,DEPT0128,ORT-006,Standard,Occupied
BED002148,H008,DEPT0128,ORT-007,Standard,Occupied
BED002149,H008,DEPT0128,ORT-008,Standard,Occupied
BED002150,H008,DEPT0128,ORT-009,Standard,Available
BED002151,H008,DEPT0128,ORT-010,Standard,Available
BED002152,H008,DEPT0128,ORT-011,Standard,Occupied
BED002153,H008,DEPT0129,GEN-001,Standard,Available
BED002154,H008,DEPT0129,GEN-002,Standard,Under Maintenance
BED002155,H008,DEPT0129,GEN-003,Standard,Occupied
BED002156,H008,DEPT0129,GEN-004,Standard,Under Maintenance
BED002157,H008,DEPT0129,GEN-005,Standard,Under Maintenance
BED002158,H008,DEPT0129,GEN-006,Standard,Available
BED002159,H008,DEPT0129,GEN-007,Standard,Occupied
BED002160,H008,DEPT0129,GEN-008,Standard,Under Maintenance
BED002161,H008,DEPT0129,GEN-009,Standard,Occupied
BED002162,H008,DEPT0129,GEN-010,Standard,Available
BED002163,H008,DEPT0129,GEN-011,Standard,Occupied
BED002164,H008,DEPT0130,PED-001,Standard,Available
BED002165,H008,DEPT0130,PED-002,Standard,Available
BED002166,H008,DEPT0130,PED-003,Standard,Available
BED002167,H008,DEPT0130,PED-004,Standard,Occupied
BED002168,H008,DEPT0130,PED-005,Standard,Under Maintenance
BED002169,H008,DEPT0130,PED-006,Standard,Available
BED002170,H008,DEPT0130,PED-007,Standard,Occupied
BED002171,H008,DEPT0130,PED-008,Standard,Occupied
BED002172,H008,DEPT0130,PED-009,Standard,Available
BED002173,H008,DEPT0130,PED-010,Standard,Occupied
BED002174,H008,DEPT0130,PED-011,Standard,Occupied
BED002175,H008,DEPT0131,OBS-001,Standard,Occupied
BED002176,H008,DEPT0131,OBS-002,Standard,Occupied
BED002177,H008,DEPT0131,OBS-003,Standard,Occupied
BED002178,H008,DEPT0131,OBS-004,Standard,Available
BED002179,H008,DEPT0131,OBS-005,Standard,Available
BED002180,H008,DEPT0131,OBS-006,Standard,Occupied
BED002181,H008,DEPT0131,OBS-007,Standard,Occupied
BED002182,H008,DEPT0131,OBS-008,Standard,Available
BED002183,H008,DEPT0131,OBS-009,Standard,Occupied
BED002184,H008,DEPT0131,OBS-010,Standard,Available
BED002185,H008,DEPT0131,OBS-011,Standard,Available
BED002186,H008,DEPT0132,DER-001,Standard,Occupied
BED002187,H008,DEPT0132,DER-002,Standard,Occupied
BED002188,H008,DEPT0132,DER-003,Standard,Occupied
BED002189,H008,DEPT0132,DER-004,Standard,Occupied
BED002190,H008,DEPT0132,DER-005,Standard,Occupied
BED002191,H008,DEPT0132,DER-006,Standard,Available
BED002192,H008,DEPT0132,DER-007,Standard,Occupied
BED002193,H008,DEPT0132,DER-008,Standard,Available
BED002194,H008,DEPT0132,DER-009,Standard,Occupied
BED002195,H008,DEPT0132,DER-010,Standard,Available
BED002196,H008,DEPT0132,DER-011,Standard,Available
BED002197,H008,DEPT0133,ENT-001,Standard,Occupied
BED002198,H008,DEPT0133,ENT-002,Standard,Occupied
BED002199,H008,DEPT0133,ENT-003,Standard,Available
BED002200,H008,DEPT0133,ENT-004,Standard,Occupied
BED002201,H008,DEPT0133,ENT-005,Standard,Occupied
BED002202,H008,DEPT0133,ENT-006,Standard,Available
BED002203,H008,DEPT0133,ENT-007,Standard,Occupied
BED002204,H008,DEPT0133,ENT-008,Standard,Available
BED002205,H008,DEPT0133,ENT-009,Standard,Occupied
BED002206,H008,DEPT0133,ENT-010,Standard,Available
BED002207,H008,DEPT0133,ENT-011,Standard,Available
BED002208,H008,DEPT0134,PSY-001,Standard,Occupied
BED002209,H008,DEPT0134,PSY-002,Standard,Available
BED002210,H008,DEPT0134,PSY-003,Standard,Under Maintenance
BED002211,H008,DEPT0134,PSY-004,Standard,Occupied
BED002212,H008,DEPT0134,PSY-005,Standard,Available
BED002213,H008,DEPT0134,PSY-006,Standard,Available
BED002214,H008,DEPT0134,PSY-007,Standard,Occupied
BED002215,H008,DEPT0134,PSY-008,Standard,Available
BED002216,H008,DEPT0134,PSY-009,Standard,Occupied
BED002217,H008,DEPT0134,PSY-010,Standard,Occupied
BED002218,H008,DEPT0134,PSY-011,Standard,Available
BED002219,H008,DEPT0135,ONC-001,Standard,Available
BED002220,H008,DEPT0135,ONC-002,Standard,Occupied
BED002221,H008,DEPT0135,ONC-003,Standard,Available
BED002222,H008,DEPT0135,ONC-004,Standard,Occupied
BED002223,H008,DEPT0135,ONC-005,Standard,Occupied
BED002224,H008,DEPT0135,ONC-006,Standard,Available
BED002225,H008,DEPT0135,ONC-007,Standard,Available
BED002226,H008,DEPT0135,ONC-008,Standard,Occupied
BED002227,H008,DEPT0135,ONC-009,Standard,Occupied
BED002228,H008,DEPT0135,ONC-010,Standard,Occupied
BED002229,H008,DEPT0135,ONC-011,Standard,Occupied
